Date,AAPL_Close,GE_Close,PFE_Close,XOM_Close,^GSPC_Close
2019-01-01,-3.0,-0.28544919529040147,-1.6098426673372659,1.8938123124425186,-2.6713131112146398
2019-02-01,-2.928771202796856,0.1750057026473617,-1.3944541563372057,2.6494882410068286,-2.4502177926458235
2019-03-01,-2.741786622085168,-0.12169408260342296,-1.5439897983068531,3.0,-2.312951184075101
2019-04-01,-2.627502505137252,0.019810887850682413,-1.8600556376884865,2.93090054098679,-2.006486161888486
2019-05-01,-2.900419490542999,-0.5222402762287235,-1.7054204543773566,1.667200512757879,-2.539409429023255
2019-06-01,-2.648694300107204,0.2648469423992621,-1.3342620783991936,2.562602078004211,-2.017680020116849
2019-07-01,-2.486881526178257,0.23518958848096716,-2.1022905951074686,2.257506048518641,-1.9114642651189435
2019-08-01,-2.5329000205962093,-1.3999593724251729,-2.6663117885941867,1.4672076737479482,-2.0597595535169626
2019-09-01,-2.3608025393342515,-0.8871170105668056,-2.543539928351466,1.871490609888907,-1.921475016263246
2019-10-01,-2.0944948257500497,-0.10611811037173968,-2.1213247930554697,1.4578215748013283,-1.7542023410792975
2019-11-01,-1.8958649499183118,0.8537097993662002,-2.0953689499234702,1.5340220353736305,-1.46976782027068
2019-12-01,-1.6027906436172652,0.7718633682053353,-1.9156432922823374,1.873061821867661,-1.2227918663738069
2020-01-01,-1.4319019707494258,1.7400921683562096,-2.2545815817845307,0.8181510290436811,-1.2372584056054121
2020-02-01,-1.8214106286332192,0.5708674108429568,-2.8623337025689577,-0.6526614339788535,-1.983411545007813
2020-03-01,-2.0203842551123863,-1.6186315246224678,-3.0,-2.432630772323847,-3.0
2020-04-01,-1.59366081635776,-2.462590560585386,-1.9904443966826224,-1.2452348010614425,-2.098346168045746
2020-05-01,-1.3329397715344222,-2.6340490105270504,-2.020448199258454,-1.3849278978504134,-1.735637900296034
2020-06-01,-0.8161677387841033,-2.4402281349834203,-2.9318934304193887,-1.3685722850758049,-1.5816768584500558
2020-07-01,-0.16379141757911198,-3.0,-1.9015798527872358,-1.744512974369245,-1.1118450259534884
2020-08-01,0.8230022206992778,-2.798421681744038,-1.9587390066836579,-2.049253721349053,-0.48150678960445914
2020-09-01,0.25894454758251495,-2.8805456215425047,-2.1549358217435985,-2.751686747968069,-0.8591489305985487
2020-10-01,-0.042661626045705336,-1.9829544052435752,-2.37453196556624,-3.0,-1.115035789213112
2020-11-01,0.39954958546560526,0.08102684983335617,-1.4927724954556174,-2.1998838746401725,-0.14784239070891658
2020-12-01,1.0014137247067199,0.544674551551326,-1.705529658786256,-1.6067682866866404,0.2219067742504781
2021-01-01,0.96968013015832,0.4622847386975466,-1.879946502891959,-1.0684203270956536,0.10686203227850077
2021-02-01,0.5045351371697073,1.854507176124173,-2.2720368841154137,0.3488328001236516,0.37339215445120555
2021-03-01,0.5511597316438586,2.296126393451882,-1.7411537902631435,0.7069555736935333,0.8182236316351554
2021-04-01,0.9564836326840336,2.2958843733402627,-1.2722731311035909,0.9202054307642662,1.3910535975934089
2021-05-01,0.6582579846630461,3.0,-1.2567730662770695,1.0911082694659529,1.4541450322316107
2021-06-01,1.206061187106485,2.550565162048512,-1.0986981616242657,1.9424322252964803,1.710994760062146
2021-07-01,1.5941938248850764,2.175925010611409,-0.38453004252445755,1.0969554890234035,1.9798622237556316
2021-08-01,1.8545482249626115,2.345528748736146,0.33496864397709425,0.6289541296527688,2.330304988040793
2021-09-01,1.41329788723933,2.122514197228453,-0.2691788611589936,1.4253700043170703,1.738607754230654
2021-10-01,1.7758074501183527,2.3025701789237427,-0.12505166543249757,2.3054486003335786,2.5577529604815155
2021-11-01,2.452780173100299,1.376058431954993,1.8473157034199685,1.5842516768144463,2.45219724763096
2021-12-01,3.0,1.3272954519175322,3.0,1.9226293760968032,3.0
