Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,,
2010-01-01,13.213860511779785,13.261761665344238,15.753503799438477,13.153403282165527,15.689438819885254,3560455980
2010-02-01,13.135564804077148,13.183182716369629,13.701201438903809,13.013012886047363,13.378377914428711,2079290628
2010-03-01,14.14093017578125,14.192192077636719,14.721721649169922,13.206707000732422,13.243243217468262,3347637012
2010-04-01,13.108137130737305,13.155655860900879,14.96096134185791,13.038788795471191,14.29804801940918,2919517560
2010-05-01,12.10900592803955,12.152902603149414,13.336336135864258,11.51151180267334,13.175676345825195,3259185552
2010-06-01,11.09466552734375,11.13488483428955,12.743993759155273,11.129129409790039,12.022772789001465,2392133472
2010-07-01,12.089557647705078,12.133382797241211,12.449950218200684,10.851601600646973,11.143392562866211,2769627600
2010-08-01,11.221084594726562,11.261761665344238,12.727727890014648,11.202451705932617,12.236987113952637,2112093792
2010-09-01,13.110382080078125,13.15790843963623,13.434684753417969,11.323823928833008,11.385886192321777,2385651960
2010-10-01,15.302385330200195,15.357857704162598,15.634134292602539,12.984233856201172,13.263262748718262,3170742084
2010-11-01,13.856426239013672,13.906657218933105,15.787036895751953,13.846596717834473,15.408658981323242,2335338324
2010-12-01,14.8104248046875,14.864113807678223,15.190190315246582,14.074073791503906,14.089089393615723,1689716592
2011-01-01,14.969757080078125,15.02402400970459,16.090089797973633,14.903654098510742,14.926926612854004,2396976624
2011-02-01,15.294905662536621,15.350350379943848,15.795294761657715,15.048798561096191,15.127376556396484,1673085240
2011-03-01,14.630646705627441,14.683684349060059,15.495996475219727,13.795796394348145,15.459959983825684,2403154440
2011-04-01,13.566934585571289,13.61611557006836,14.894644737243652,12.987988471984863,14.733734130859375,2806858332
2011-05-01,13.19092082977295,13.238739013671875,13.656907081604004,12.847847938537598,13.656155586242676,1811302884
2011-06-01,12.626399993896484,12.672171592712402,13.343342781066895,11.837336540222168,13.214214324951172,2362638996
2011-07-01,15.052788734436035,15.107357025146484,15.703203201293945,12.672171592712402,12.681180953979492,3238977780
2011-08-01,13.488640785217285,13.537537574768066,15.402902603149414,12.283783912658691,15.295796394348145,4266752976
2011-09-01,12.842334747314453,12.88888931274414,13.976977348327637,12.775275230407715,13.532281875610352,2342842812
2011-10-01,14.777261734008789,14.830830574035645,15.0825834274292,12.027027130126953,12.75900936126709,3085531380
2011-11-01,14.945570945739746,14.999750137329102,15.472972869873047,14.047296524047852,14.517017364501953,2409607980
2011-12-01,16.105281829833984,16.163663864135742,16.185184478759766,14.989990234375,15.0150146484375,2199698100
2012-01-01,14.464831352233887,14.517267227172852,16.77302360534668,14.127878189086914,16.339839935302734,2942758296
2012-02-01,15.415837287902832,15.471721649169922,15.655655860900879,14.492993354797363,14.638137817382812,1892689416
2012-03-01,15.98908519744873,16.047046661376953,16.481231689453125,14.860860824584961,15.57207202911377,1891314792
2012-04-01,15.08171272277832,15.136385917663574,16.344844818115234,14.769769668579102,16.03528594970703,2352752892
2012-05-01,14.483531951904297,14.536035537719727,15.962211608886719,14.48948860168457,15.10986042022705,2344585068
2012-06-01,14.463833808898926,14.516265869140625,14.71196174621582,13.926926612854004,14.309059143066406,1858311828
2012-07-01,15.782876014709473,15.840089797973633,16.08108139038086,14.066315650939941,14.560059547424316,2049412536
2012-08-01,17.082469940185547,17.144393920898438,17.241992950439453,15.600851058959961,15.948448181152344,1880649468
2012-09-01,18.813182830810547,18.881380081176758,19.14139175415039,16.854354858398438,17.13088035583496,2404696896
2012-10-01,16.96303367614746,17.024524688720703,19.37887954711914,16.759258270263672,18.9952449798584,2869080048
2012-11-01,17.41360092163086,17.476726531982422,17.497997283935547,15.915916442871094,17.004505157470703,1865300832
2012-12-01,17.638261795043945,17.70220184326172,18.245746612548828,17.07532501220703,17.57357406616211,1666152180
2013-01-01,18.84285545349121,18.911161422729492,19.04279327392578,17.405405044555664,18.003503799438477,2094111792
2013-02-01,19.977628707885742,20.050050735473633,20.24449348449707,18.971471786499023,18.973974227905273,1851762384
2013-03-01,19.802837371826172,19.874624252319336,21.12112045288086,19.852352142333984,19.9649658203125,1700254044
2013-04-01,20.560352325439453,20.634885787963867,20.711711883544922,19.05055046081543,19.895145416259766,2139945912
2013-05-01,21.723552703857422,21.80230140686035,23.03803825378418,20.429428100585938,20.602102279663086,1974715308
2013-06-01,21.951704025268555,22.031280517578125,22.793794631958008,21.201702117919922,21.846847534179688,1941280776
2013-07-01,22.135723114013672,22.215965270996094,23.223222732543945,21.91216278076172,22.183433532714844,2047770180
2013-08-01,21.117141723632812,21.193693161010742,22.76551628112793,21.160160064697266,22.397396087646484,1338144516
2013-09-01,21.840496063232422,21.91967010498047,22.672422409057617,21.370119094848633,21.380380630493164,1323615060
2013-10-01,25.69713592529297,25.79029083251953,26.064064025878906,21.095596313476562,22.028278350830078,2206771020
