Price,Adj Close,Close,High,Low,Open,Volume
Ticker,CAT,CAT,CAT,CAT,CAT,CAT
Date,,,,,,
2010-01-01,35.58557891845703,52.2400016784668,64.41999816894531,51.029998779296875,57.650001525878906,221630500
2010-02-01,39.127262115478516,57.04999923706055,58.970001220703125,50.5,52.81999969482422,181246700
2010-03-01,43.10513687133789,62.849998474121094,63.709999084472656,57.25,57.33000183105469,183568900
2010-04-01,46.698970794677734,68.08999633789062,72.83000183105469,63.290000915527344,63.290000915527344,180996600
2010-05-01,41.93168258666992,60.7599983215332,70.16000366210938,55.7400016784668,68.37000274658203,243089900
2010-06-01,41.45549774169922,60.06999969482422,68.3499984741211,54.88999938964844,60.040000915527344,217757100
2010-07-01,48.1358528137207,69.75,70.29000091552734,58.060001373291016,59.66999816894531,183221000
2010-08-01,45.26768112182617,65.16000366210938,72.25,63.34000015258789,70.73999786376953,152193100
2010-09-01,54.66024398803711,78.68000030517578,80.08000183105469,66.3499984741211,67.05000305175781,173789800
2010-10-01,54.60464096069336,78.5999984741211,81.19999694824219,76.51000213623047,78.29000091552734,168307200
2010-11-01,59.0966796875,84.5999984741211,84.91999816894531,78.51000213623047,78.97000122070312,144417600
2010-12-01,65.42548370361328,93.66000366210938,94.88999938964844,85.0,85.02999877929688,105120500
2011-01-01,67.76558685302734,97.01000213623047,97.79000091552734,92.30000305175781,94.37999725341797,117969700
2011-02-01,72.23906707763672,102.93000030517578,105.86000061035156,96.5,97.3499984741211,109968500
2011-03-01,78.14844512939453,111.3499984741211,111.9800033569336,97.01000213623047,103.37000274658203,178338000
2011-04-01,80.99788665771484,115.41000366210938,116.25,102.16000366210938,112.08999633789062,128001300
2011-05-01,74.5625228881836,105.80000305175781,116.55000305175781,100.37000274658203,116.23999786376953,173428400
2011-06-01,75.02767181396484,106.45999908447266,106.93000030517578,94.20999908447266,104.97000122070312,189665100
2011-07-01,69.62225341796875,98.79000091552734,112.6500015258789,97.27999877929688,106.1500015258789,177654200
2011-08-01,64.40312957763672,91.0,102.81999969482422,79.55999755859375,102.43000030517578,307561600
2011-09-01,52.258541107177734,73.83999633789062,92.83000183105469,72.5999984741211,91.19000244140625,230736600
2011-10-01,66.8518295288086,94.45999908447266,97.94999694824219,67.54000091552734,72.77999877929688,241048600
2011-11-01,69.65574645996094,97.87999725341797,98.19999694824219,86.62999725341797,90.0,180926400
2011-12-01,64.4749984741211,90.5999984741211,98.0,86.29000091552734,97.2300033569336,146394200
2012-01-01,77.65463256835938,109.12000274658203,114.0,92.7699966430664,92.7699966430664,165142400
2012-02-01,81.64020538330078,114.20999908447266,116.94999694824219,109.86000061035156,110.75,118148000
2012-03-01,76.14319610595703,106.5199966430664,115.37999725341797,103.4800033569336,114.66999816894531,154174100
2012-04-01,73.46260833740234,102.7699966430664,109.7699966430664,99.80000305175781,105.98999786376953,129263800
2012-05-01,62.89790725708008,87.62000274658203,103.5,86.01000213623047,102.80999755859375,157796600
2012-06-01,60.952537536621094,84.91000366210938,89.87000274658203,80.95999908447266,85.08000183105469,154481000
2012-07-01,60.45005798339844,84.20999908447266,87.55999755859375,78.25,85.3499984741211,172984300
2012-08-01,61.645416259765625,85.33000183105469,92.08000183105469,82.0999984741211,85.0,145343300
2012-09-01,62.15834045410156,86.04000091552734,94.27999877929688,81.77999877929688,85.02999877929688,157670000
2012-10-01,61.26974868774414,84.80999755859375,87.52999877929688,82.0999984741211,86.72000122070312,154601200
2012-11-01,61.95225143432617,85.23999786376953,88.5999984741211,80.16000366210938,85.22000122070312,131418100
2012-12-01,65.12837219238281,89.61000061035156,91.83000183105469,83.75,85.91999816894531,115496400
2013-01-01,71.92156982421875,98.38999938964844,99.19999694824219,92.88999938964844,92.94999694824219,139248800
2013-02-01,67.52105712890625,92.37000274658203,99.69999694824219,88.5,99.0,101518700
2013-03-01,63.57373046875,86.97000122070312,91.95999908447266,85.80000305175781,91.54000091552734,122103600
2013-04-01,61.89249801635742,84.66999816894531,87.0,79.48999786376953,86.86000061035156,177758200
2013-05-01,63.121376037597656,85.80000305175781,90.69000244140625,82.66000366210938,84.06999969482422,147274700
2013-06-01,60.6862678527832,82.48999786376953,86.47000122070312,80.86000061035156,85.91000366210938,121551200
2013-07-01,60.99525833129883,82.91000366210938,89.0,81.3499984741211,83.04000091552734,145520800
