Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GE,GE,GE,GE,GE,GE
Date,,,,,,
2010-01-01,56.197811126708984,77.06239318847656,81.08804321289062,72.60542297363281,72.9408950805664,334513500
2010-02-01,56.12791442871094,76.96654510498047,81.6152114868164,73.08467102050781,77.63748931884766,293876996
2010-03-01,64.0040283203125,87.22235870361328,90.76876068115234,75.8642807006836,77.15824127197266,434007340
2010-04-01,66.32504272460938,90.38536834716797,94.41101837158203,87.12651062011719,87.55783081054688,338131656
2010-05-01,57.49810791015625,78.35635375976562,92.68573760986328,72.60542297363281,90.91253662109375,429974506
2010-06-01,50.710872650146484,69.10694885253906,79.12313842773438,68.3880844116211,77.82918548583984,367289995
2010-07-01,57.04920196533203,77.25408935546875,79.41069030761719,65.89601135253906,68.67562866210938,318715985
2010-08-01,51.245201110839844,69.39449310302734,79.26691436767578,68.292236328125,78.21257781982422,265912731
2010-09-01,57.50929641723633,77.87710571289062,80.03370666503906,69.96958923339844,70.59260559082031,252577846
2010-10-01,57.1147346496582,76.77484893798828,83.81973266601562,76.1039047241211,78.5959701538086,275439071
2010-11-01,56.437347412109375,75.8642807006836,80.80049133300781,74.90579223632812,77.11031341552734,231457778
2010-12-01,65.20777893066406,87.65367889404297,88.61216735839844,76.82276916503906,76.82276916503906,256616749
2011-01-01,72.36943817138672,96.51969146728516,99.39514923095703,86.8389663696289,88.61216735839844,308097733
2011-02-01,75.17222595214844,100.2577896118164,103.75627136230469,96.23213958740234,97.66987609863281,200809196
2011-03-01,72.54463195800781,96.08837127685547,101.45590209960938,89.13933563232422,101.21627807617188,298196364
2011-04-01,73.99191284179688,98.00534057617188,99.92231750488281,93.50045013427734,96.51969146728516,226126231
2011-05-01,71.06120300292969,94.12346649169922,99.25138092041016,90.91253662109375,99.20345306396484,190080188
2011-06-01,68.23900604248047,90.38536834716797,93.93177032470703,86.12010192871094,93.30875396728516,238271448
2011-07-01,65.33462524414062,85.83255004882812,93.59629821777344,85.20953369140625,90.38536834716797,222506819
2011-08-01,59.49794006347656,78.16465759277344,88.27669525146484,71.02392578125,88.13291931152344,435245458
2011-09-01,55.521671295166016,72.9408950805664,78.8355941772461,70.544677734375,78.16465759277344,370610664
2011-10-01,61.54172134399414,80.08162689208984,83.8676528930664,67.18997192382812,72.36580657958984,299891057
2011-11-01,58.595375061035156,76.2476806640625,79.98577880859375,70.35298156738281,77.30201721191406,261642251
2011-12-01,65.96122741699219,85.83255004882812,87.60575866699219,75.38504028320312,76.1518325805664,314929999
2012-01-01,69.57618713378906,89.66650390625,92.35026550292969,87.36613464355469,87.36613464355469,205042409
2012-02-01,70.8405532836914,91.29592895507812,93.45252990722656,89.61857604980469,90.76876068115234,199065095
2012-03-01,75.29373168945312,96.18421936035156,100.64118194580078,87.79745483398438,91.77517700195312,222053272
2012-04-01,73.45545959472656,93.83592224121094,96.37591552734375,89.61857604980469,95.99252319335938,175822057
2012-05-01,71.6172103881836,91.48763275146484,95.60912322998047,87.79745483398438,93.83592224121094,201236579
2012-06-01,78.18241882324219,99.87439727783203,99.87439727783203,86.3597183227539,90.19367218017578,260480190
2012-07-01,78.72834777832031,99.44307708740234,100.64118194580078,92.78158569335938,99.39514923095703,218270999
2012-08-01,78.57659912109375,99.25138092041016,101.55175018310547,96.80723571777344,99.97024536132812,145550907
2012-09-01,86.16484069824219,108.83625030517578,110.03436279296875,98.14911651611328,98.86798095703125,211786594
2012-10-01,80.5147705078125,100.9287338256836,111.08869934082031,100.4974136352539,108.93209838867188,189957202
2012-11-01,80.78238677978516,101.26419830322266,104.37928771972656,95.2257308959961,100.78495788574219,173370945
2012-12-01,80.24714660644531,100.59326171875,105.19400024414062,97.09477996826172,101.50382232666016,188550257
2013-01-01,85.95630645751953,106.77550506591797,108.2132339477539,99.10760498046875,103.0853271484375,192113432
2013-02-01,89.58284759521484,111.2803955078125,113.82038879394531,106.72757720947266,107.49436950683594,159808975
2013-03-01,89.9269027709961,110.80115509033203,114.53925323486328,109.50719451904297,110.32190704345703,143136936
2013-04-01,86.69855499267578,106.82342529296875,113.6766128540039,101.16835021972656,110.36983489990234,201644078
2013-05-01,90.70482635498047,111.7596435546875,115.64151763916016,105.9128646850586,105.9128646850586,176127121
2013-06-01,90.19915771484375,111.1366195678711,117.17509460449219,109.07587432861328,111.99925994873047,182654675
2013-07-01,95.54590606689453,116.79170227050781,119.5713119506836,109.07587432861328,111.23247528076172,165533993
2013-08-01,90.72351837158203,110.89700317382812,119.18791961669922,110.41775512695312,117.89395904541016,135773605
2013-09-01,93.66399383544922,114.49132537841797,119.3796157836914,109.84266662597656,111.71171569824219,154309642
2013-10-01,103.27472686767578,125.2743148803711,126.90373992919922,112.62227630615234,114.73094940185547,186990445
2013-11-01,105.32915496826172,127.7663803100586,131.79202270507812,124.74714660644531,124.8429946899414,149215179
2013-12-01,110.74178314208984,134.33201599121094,134.61956787109375,125.56185913085938,127.71845245361328,154942474
2014-01-01,100.08770751953125,120.43395233154297,133.90069580078125,119.3316879272461,133.51730346679688,192705995
2014-02-01,101.4418716430664,122.0633773803711,124.7950668334961,116.55207824707031,120.43395233154297,140804344
2014-03-01,104.01556396484375,124.07620239257812,126.28072357177734,119.42754364013672,120.81734466552734,142339992
2014-04-01,108.03313446044922,128.86863708496094,128.91656494140625,121.8716812133789,123.78865814208984,137338655
2014-05-01,107.63141632080078,128.389404296875,129.20411682128906,125.32223510742188,128.1018524169922,92035652
2014-06-01,105.58244323730469,125.94525146484375,131.93580627441406,125.56185913085938,128.00599670410156,117208396
2014-07-01,101.87601470947266,120.52980041503906,130.1146697998047,120.52980041503906,125.89733123779297,152178452
2014-08-01,105.23812866210938,124.50752258300781,126.75997161865234,118.61282348632812,120.14640808105469,113743292
2014-09-01,103.77989196777344,122.7822494506836,126.52034759521484,121.24866485595703,124.07620239257812,115352387
2014-10-01,105.4324722290039,123.69281005859375,124.26789855957031,113.53284454345703,121.8716812133789,170099310
2014-11-01,108.21025085449219,126.95166778564453,129.8750457763672,122.1113052368164,122.15922546386719,107790662
2014-12-01,103.22659301757812,121.10489654541016,126.85581970214844,115.30604553222656,125.37016296386719,180903667
2015-01-01,98.50814056396484,114.49132537841797,122.01545715332031,112.19095611572266,121.44036102294922,187651402
2015-02-01,107.16728210449219,124.55545043945312,125.89733123779297,114.53925323486328,115.01849365234375,140468292
2015-03-01,103.24211883544922,118.9003677368164,125.178466796875,118.22943115234375,124.02828216552734,155852551
2015-04-01,112.68826293945312,129.77920532226562,137.4470977783203,117.75018310546875,118.46905517578125,288074417
2015-05-01,113.47891235351562,130.6897735595703,133.1818389892578,127.5267562866211,129.82713317871094,133401220
2015-06-01,110.56600189208984,127.3350601196289,132.6546630859375,127.14336395263672,130.641845703125,145794351
2015-07-01,109.53401184082031,125.0826187133789,130.97731018066406,122.3030014038086,127.8143081665039,128718387
2015-08-01,104.16222381591797,118.94829559326172,126.18487548828125,92.82951354980469,125.178466796875,162326504
2015-09-01,105.84093475341797,120.86527252197266,124.74714660644531,113.48491668701172,116.1686782836914,193806348
2015-10-01,122.45487976074219,138.5972900390625,142.95840454101562,118.80451965332031,120.52980041503906,309064404
2015-11-01,126.77384185791016,143.48558044433594,148.51763916015625,138.4055938720703,138.69313049316406,685148502
2015-12-01,131.8973388671875,149.284423828125,150.91384887695312,142.67086791992188,143.72520446777344,232263380
2016-01-01,124.13871765136719,139.45993041992188,147.79876708984375,131.69618225097656,146.40896606445312,240581193
2016-02-01,124.30928802490234,139.65162658691406,141.90406799316406,129.8750457763672,139.0286102294922,178647591
2016-03-01,136.69970703125,152.35157775878906,153.5976104736328,140.46633911132812,140.94558715820312,153022344
2016-04-01,132.22772216796875,147.36744689941406,153.45384216308594,145.25877380371094,150.96177673339844,134883262
2016-05-01,129.99156188964844,144.87538146972656,148.51763916015625,139.2682342529297,146.8402862548828,127105155
2016-06-01,135.36669921875,150.86593627929688,150.96177673339844,139.79539489746094,143.96481323242188,180600876
2016-07-01,134.9190673828125,149.2364959716797,158.1504364013672,148.94895935058594,150.86593627929688,160195522
2016-08-01,135.3523712158203,149.7157440185547,151.2972412109375,148.5655517578125,149.14065551757812,112148488
2016-09-01,128.33352661132812,141.95199584960938,150.72215270996094,140.8976593017578,149.284423828125,153840360
2016-10-01,127.06451416015625,139.45993041992188,142.57501220703125,135.76974487304688,141.18521118164062,144801891
2016-11-01,134.31283569335938,147.41537475585938,150.91384887695312,135.09881591796875,138.98068237304688,148770396
2016-12-01,137.98065185546875,151.44102478027344,155.1791229248047,146.7444305419922,146.8402862548828,133681477
2017-01-01,130.66038513183594,142.33538818359375,152.59120178222656,141.3769073486328,151.7764892578125,137725075
2017-02-01,131.14434814453125,142.86256408691406,146.6006622314453,140.22671508789062,142.47915649414062,110018609
2017-03-01,132.14596557617188,142.81463623046875,145.8338623046875,140.1787872314453,143.67727661132812,144757592
2017-04-01,128.55404663085938,138.93275451660156,146.3610382080078,138.6452178955078,142.62294006347656,120033847
2017-05-01,121.41462707519531,131.21693420410156,140.46633911132812,129.8750457763672,139.0286102294922,157573618
2017-06-01,119.77391815185547,129.44374084472656,141.23312377929688,128.389404296875,131.83995056152344,202125709
2017-07-01,114.52371215820312,122.73432159423828,132.2233428955078,121.05696868896484,130.16259765625,169843345
2017-08-01,109.78357696533203,117.65433502197266,124.07620239257812,115.73736572265625,122.83016967773438,143702701
2017-09-01,108.12899780273438,115.88113403320312,121.24866485595703,113.00567626953125,117.89395904541016,200811099
2017-10-01,91.0530014038086,96.61553955078125,119.28376770019531,96.08837127685547,116.07283020019531,377775640
2017-11-01,82.60708618164062,87.65367889404297,99.44307708740234,83.67595672607422,96.18421936035156,392871050
2017-12-01,78.813232421875,83.6280288696289,87.60575866699219,82.66954803466797,87.60575866699219,257852009
